"id","slug","fieldPath","protectedContext","before","after"
"NO-1982-0197","saints-1982-06-10-green-bay-packers-bruce-clark","perspectives.1.qaNotes","false","Batch 006 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DEN-1982-08-18-0177","james-thomas-j-t-thomas-a-pittsburgh-steelers-1982","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1982-08-18-0177","james-thomas-j-t-thomas-a-pittsburgh-steelers-1982","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1982-08-18-0177","james-thomas-j-t-thomas-a-pittsburgh-steelers-1982","qaNotes","false","Final QA passed. | Final | Final public-data QA complete | Final QA passed. | Final public-data QA complete. | Bottom Batch 029 public cleanup complete.","Final QA passed. | Final | Final public-data QA complete | Final QA passed. | Final public-data QA complete. | review public cleanup complete."
"DEN-1982-08-30-0178","1984-fourth-round-pick-96-rickey-bolden-new-orleans-saints-1982","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1982-08-30-0178","1984-fourth-round-pick-96-rickey-bolden-new-orleans-saints-1982","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1982-08-30-0178","1984-fourth-round-pick-96-rickey-bolden-new-orleans-saints-1982","qaNotes","false","Final QA passed | The partner appears to have captured the cleaner value, though the limited stakes keep this from being a major loss | Final QA passed. | The partner appears to have captured the cleaner value, though the limited stakes keep this from being a major loss. | Bottom Batch 029 public cleanup complete.","Final QA passed | The partner appears to have captured the cleaner value, though the limited stakes keep this from being a major loss | Final QA passed. | The partner appears to have captured the cleaner value, though the limited stakes keep this from being a major loss. | review public cleanup complete."
"SF-1982-0202","chuck-fusina-tampa-bay-buccaneers-1982","qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1982-0202","chuck-fusina-tampa-bay-buccaneers-1982","perspectives.0.qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1982-0202","chuck-fusina-tampa-bay-buccaneers-1982","perspectives.1.qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"IND-1982-0225","zack-valentine-pittsburgh-steelers-1982","qaNotes","false","Final public-data QA complete; row retained and public-visible. | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import. | Bottom Batch 029 public cleanup complete.","Final public-data QA complete; row retained and public-visible. | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import. | review public cleanup complete."
"IND-1982-0225","zack-valentine-pittsburgh-steelers-1982","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"IND-1982-0225","zack-valentine-pittsburgh-steelers-1982","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"LAC-1982-0217","unspecified-consideration-chicago-bears-1982-lac-1982-0217","qaNotes","false","Final public-data QA complete. Blind-spot QA: non-ready public status suppressed. | Bottom Batch 029 public cleanup complete.","Final public-data QA complete. Blind-spot QA: non-ready public status suppressed. | review public cleanup complete."
"LAC-1982-0217","unspecified-consideration-chicago-bears-1982-lac-1982-0217","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"LAC-1982-0217","unspecified-consideration-chicago-bears-1982-lac-1982-0217","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"IND-1982-0226","1984-fourth-round-pick-103-george-wonsley-seattle-seahawks-1982","qaNotes","false","Final public-data QA complete; row retained and public-visible. | Verification pending. | AI regrade calibration: Synopsis explicitly describes no defining win or major loss, so verdict moved to even. | Regraded 2026-05-31 for Seahawks verdict calibration. | Retained for TradeVerdicts database coverage. | Bottom Batch 029 public cleanup complete.","Final public-data QA complete; row retained and public-visible. | Verification pending. | AI regrade calibration: Synopsis explicitly describes no defining win or major loss, so verdict moved to even. | Regraded 2026-05-31 for Seahawks verdict calibration. | Retained for TradeVerdicts database coverage. | review public cleanup complete."
"IND-1982-0226","1984-fourth-round-pick-103-george-wonsley-seattle-seahawks-1982","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"IND-1982-0226","1984-fourth-round-pick-103-george-wonsley-seattle-seahawks-1982","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1982-09-06-0179","1983-eighth-round-pick-197-gary-kubiak-baltimore-indianapolis-colts-1982","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1982-09-06-0179","1983-eighth-round-pick-197-gary-kubiak-baltimore-indianapolis-colts-1982","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1982-09-06-0179","1983-eighth-round-pick-197-gary-kubiak-baltimore-indianapolis-colts-1982","qaNotes","false","Final QA passed | Final QA passed. | Final public-data QA complete; row retained and public-visible. | Bottom Batch 029 public cleanup complete.","Final QA passed | Final QA passed. | Final public-data QA complete; row retained and public-visible. | review public cleanup complete."
"SF-1983-0205","1983-second-round-pick-49-roger-craig-los-angeles-san-diego-chargers-1983","qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1983-0205","1983-second-round-pick-49-roger-craig-los-angeles-san-diego-chargers-1983","perspectives.0.qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1983-0205","1983-second-round-pick-49-roger-craig-los-angeles-san-diego-chargers-1983","perspectives.1.qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SEA-1983-04-24-0037","1983-first-round-pick-3-curt-warner-tennessee-titans-houston-oilers-1983","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"SEA-1983-04-24-0037","1983-first-round-pick-3-curt-warner-tennessee-titans-houston-oilers-1983","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"SEA-1983-04-24-0037","1983-first-round-pick-3-curt-warner-tennessee-titans-houston-oilers-1983","qaNotes","false","Final QA passed. | AI regrade calibration: Curt Warner was excellent, but Bruce Matthews opportunity cost makes this balanced. | Regraded 2026-05-31 for Seahawks verdict calibration. | Retained for TradeVerdicts database coverage. | Final Titans/Oilers public-data QA complete. | Bottom Batch 029 public cleanup complete.","Final QA passed. | AI regrade calibration: Curt Warner was excellent, but Bruce Matthews opportunity cost makes this balanced. | Regraded 2026-05-31 for Seahawks verdict calibration. | Retained for TradeVerdicts database coverage. | Final Titans/Oilers public-data QA complete. | review public cleanup complete."
"DET-1983-0242","mike-fanning-los-angeles-st-louis-rams-1983-04-26","qaNotes","false","Final public-data QA complete; row is viewable. | Final QA retained record publicly; directional verdict updated in Rams curve regrade to reduce overuse of Even. | Bottom Batch 029 public cleanup complete.","Final public-data QA complete; row is viewable. | Final QA retained record publicly; directional verdict updated in Rams curve regrade to reduce overuse of Even. | review public cleanup complete."
"DET-1983-0242","mike-fanning-los-angeles-st-louis-rams-1983-04-26","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DET-1983-0242","mike-fanning-los-angeles-st-louis-rams-1983-04-26","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"MIA-1983-0111","1983-third-round-pick-oilers-1983","qaNotes","false","No blank public fields; verdict distribution checked; future/recent trades marked provisional where appropriate | No blank public fields; verdict distribution checked; future/recent trades marked provisional where appropriate. | Final Titans/Oilers public-data QA complete. | Bottom Batch 029 public cleanup complete.","No blank public fields; verdict distribution checked; future/recent trades marked provisional where appropriate | No blank public fields; verdict distribution checked; future/recent trades marked provisional where appropriate. | Final Titans/Oilers public-data QA complete. | review public cleanup complete."
"MIA-1983-0111","1983-third-round-pick-oilers-1983","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"MIA-1983-0111","1983-third-round-pick-oilers-1983","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"SF-1983-0208","1984-fourth-round-pick-86-rickey-hagood-tampa-bay-buccaneers-1983","qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1983-0208","1984-fourth-round-pick-86-rickey-hagood-tampa-bay-buccaneers-1983","perspectives.0.qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1983-0208","1984-fourth-round-pick-86-rickey-hagood-tampa-bay-buccaneers-1983","perspectives.1.qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DEN-1983-05-02-0180","rights-to-john-elway-baltimore-indianapolis-colts-1983","perspectives.0.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1983-05-02-0180","rights-to-john-elway-baltimore-indianapolis-colts-1983","perspectives.1.qaNotes","false","Bottom Batch 029 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1983-05-02-0180","rights-to-john-elway-baltimore-indianapolis-colts-1983","qaNotes","false","Final QA passed | Final QA passed. | Final public-data QA complete; row retained and public-visible. | Landmark premium Group 1 rewrite applied. | Landmark sectioned deep-dive format applied. | Landmark expanded sectioned deep-dive content applied. | Landmark Tier 1 top-off section added. | Bottom Batch 029 public cleanup complete.","Final QA passed | Final QA passed. | Final public-data QA complete; row retained and public-visible. | Landmark premium Group 1 rewrite applied. | Landmark sectioned deep-dive format applied. | Landmark expanded sectioned deep-dive content applied. | Landmark Tier 1 top-off section added. | review public cleanup complete."
"LAC-1983-0220","unspecified-consideration-arizonast-louis-cardinals-1983","qaNotes","false","Final public-data QA complete. | should but this row is no longer defaulted to Even without evidence | Post-Copilot QA: Regraded in realistic-curve pass; MetaAI should verify notable source details, but this row is no longer defaulted to Even without evidence. Publish status normalized; no import blocker remains. Steelers-formula final package verified. | Bottom Batch 028 public cleanup complete.","Final public-data QA complete. | should but this row is no longer defaulted to Even without evidence | Post-Copilot QA: Regraded in realistic-curve pass; MetaAI should verify notable source details, but this row is no longer defaulted to Even without evidence. Publish status normalized; no import blocker remains. Steelers-formula final package verified. | review public cleanup complete."
"LAC-1983-0220","unspecified-consideration-arizonast-louis-cardinals-1983","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"LAC-1983-0220","unspecified-consideration-arizonast-louis-cardinals-1983","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"RAI-1983-0184","1984-eleventh-round-pick-282-gardner-williams-houston-oilers-tennessee-titans-19","qaNotes","false","Final | Final public-data QA complete. | Final Titans/Oilers public-data QA complete. | Bottom Batch 028 public cleanup complete.","Final | Final public-data QA complete. | Final Titans/Oilers public-data QA complete. | review public cleanup complete."
"RAI-1983-0184","1984-eleventh-round-pick-282-gardner-williams-houston-oilers-tennessee-titans-19","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"RAI-1983-0184","1984-eleventh-round-pick-282-gardner-williams-houston-oilers-tennessee-titans-19","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"SF-1983-0210","jeff-allen-b-1958-07-01-los-angeles-san-diego-chargers-1983","qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Global duplicate-asset sweep v3 ultrasafe cleanup.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Global duplicate-asset sweep v3 ultrasafe cleanup."
"SF-1983-0210","jeff-allen-b-1958-07-01-los-angeles-san-diego-chargers-1983","perspectives.0.qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1983-0210","jeff-allen-b-1958-07-01-los-angeles-san-diego-chargers-1983","perspectives.1.qaNotes","false","Batch 016 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DET-1983-0246","1984-third-round-pick-62-eric-williams-michael-arizona-st-louis-cardinals-1983-0","qaNotes","false","Final public-data QA complete; row is viewable. | should but this row is no longer defaulted to Even without evidence | Post-Copilot QA: Regraded in realistic-curve pass; MetaAI should verify notable source details, but this row is no longer defaulted to Even without evidence. Publish status normalized; no import blocker remains. Steelers-formula final package verified. Suppressed as duplicate member of Baker/Dawson four-record cluster; canonical keeper is mike-dawson-arizona-st-louis-cardinals-1983-07-18. Unique details preserved in keeper. | Bottom Batch 028 public cleanup complete.","Final public-data QA complete; row is viewable. | should but this row is no longer defaulted to Even without evidence | Post-Copilot QA: Regraded in realistic-curve pass; MetaAI should verify notable source details, but this row is no longer defaulted to Even without evidence. Publish status normalized; no import blocker remains. Steelers-formula final package verified. Suppressed as duplicate member of Baker/Dawson four-record cluster; canonical keeper is mike-dawson-arizona-st-louis-cardinals-1983-07-18. Unique details preserved in keeper. | review public cleanup complete."
"DET-1983-0246","1984-third-round-pick-62-eric-williams-michael-arizona-st-louis-cardinals-1983-0","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DET-1983-0246","1984-third-round-pick-62-eric-williams-michael-arizona-st-louis-cardinals-1983-0","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"SF-1983-0211","matt-cavanaugh-new-england-patriots-1983","qaNotes","false","Reduced-even verify high-profile/recent rows in | Reduced-even regrade: C→C+; score proxy 10. verify high-profile/recent rows in | Reduced-even audit confirmed existing grade. Initial 49ers pass complete; verify high-profile/recent rows in final audit. | Reduced-even regrade: C→C+; score proxy 10. Initial 49ers pass complete; verify high-profile/recent rows in final audit. | Final public-data QA complete; trade retained in finished product. | Final public-data QA complete; trade retained in finished product. | Bottom Batch 028 public cleanup complete.","Reduced-even verify high-profile/recent rows in | Reduced-even regrade: C→C+; score proxy 10. verify high-profile/recent rows in | Reduced-even audit confirmed existing grade. Initial 49ers pass complete; verify high-profile/recent rows in final audit. | Reduced-even regrade: C→C+; score proxy 10. Initial 49ers pass complete; verify high-profile/recent rows in final audit. | Final public-data QA complete; trade retained in finished product. | Final public-data QA complete; trade retained in finished product. | review public cleanup complete."
"SF-1983-0211","matt-cavanaugh-new-england-patriots-1983","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"SF-1983-0211","matt-cavanaugh-new-england-patriots-1983","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"WAS-1983-0285","bo-scott-metcalf-isaac-metcalf-bo-metcalf-pittsburgh-steelers-1983","qaNotes","false","Final public-data QA complete. | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import. | Bottom Batch 028 public cleanup complete.","Final public-data QA complete. | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import. | review public cleanup complete."
"WAS-1983-0285","bo-scott-metcalf-isaac-metcalf-bo-metcalf-pittsburgh-steelers-1983","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"WAS-1983-0285","bo-scott-metcalf-isaac-metcalf-bo-metcalf-pittsburgh-steelers-1983","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"LAC-1983-0224","unspecified-consideration-buffalo-bills-1983","qaNotes","false","Batch 006 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DEN-1983-08-15-0181","1985-fifth-round-pick-139-billy-hinson-miami-dolphins-1983","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1983-08-15-0181","1985-fifth-round-pick-139-billy-hinson-miami-dolphins-1983","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1983-08-15-0181","1985-fifth-round-pick-139-billy-hinson-miami-dolphins-1983","qaNotes","false","Final QA passed. | No blank public fields; verdict distribution checked; future/recent trades marked provisional where appropriate | Final QA passed. | No blank public fields; verdict distribution checked; future/recent trades marked provisional where appropriate. | Bottom Batch 028 public cleanup complete.","Final QA passed. | No blank public fields; verdict distribution checked; future/recent trades marked provisional where appropriate | Final QA passed. | No blank public fields; verdict distribution checked; future/recent trades marked provisional where appropriate. | review public cleanup complete."
"DEN-1983-08-17-0182","1984-eighth-round-pick-207-winford-hood-green-bay-packers-1983","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1983-08-17-0182","1984-eighth-round-pick-207-winford-hood-green-bay-packers-1983","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1983-08-17-0182","1984-eighth-round-pick-207-winford-hood-green-bay-packers-1983","qaNotes","false","Final QA passed | Final QA passed. | Final public-data QA complete. | Bottom Batch 028 public cleanup complete.","Final QA passed | Final QA passed. | Final public-data QA complete. | review public cleanup complete."
"WAS-1983-0286","anthony-washington-tony-washington-pittsburgh-steelers-1983","qaNotes","false","Final public-data QA complete. | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import. | Bottom Batch 028 public cleanup complete.","Final public-data QA complete. | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import | Verify ambiguous, conditional, or incomplete archival details before final public import. | review public cleanup complete."
"WAS-1983-0286","anthony-washington-tony-washington-pittsburgh-steelers-1983","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"WAS-1983-0286","anthony-washington-tony-washington-pittsburgh-steelers-1983","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"RAM-1983-0333","eric-harris-b-kansas-city-chiefs-1983","qaNotes","false","Final QA retained trade/admin/hold-style records publicly. | Final | Final public-data QA complete. | Final public-data QA complete. | Bottom Batch 028 public cleanup complete.","Final QA retained trade/admin/hold-style records publicly. | Final | Final public-data QA complete. | Final public-data QA complete. | review public cleanup complete."
"RAM-1983-0333","eric-harris-b-kansas-city-chiefs-1983","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"RAM-1983-0333","eric-harris-b-kansas-city-chiefs-1983","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"LAC-1983-0225","unspecified-consideration-seattle-seahawks-1983","qaNotes","false","Final public-data QA complete. | Verification pending. | AI regrade calibration: One-notch Seattle grade edge converted to even; thin margin is not enough for a win. | Regraded 2026-05-31 for Seahawks verdict calibration. | Retained for TradeVerdicts database coverage. | Bottom Batch 028 public cleanup complete.","Final public-data QA complete. | Verification pending. | AI regrade calibration: One-notch Seattle grade edge converted to even; thin margin is not enough for a win. | Regraded 2026-05-31 for Seahawks verdict calibration. | Retained for TradeVerdicts database coverage. | review public cleanup complete."
"LAC-1983-0225","unspecified-consideration-seattle-seahawks-1983","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"LAC-1983-0225","unspecified-consideration-seattle-seahawks-1983","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"NE-1983-0179","1984-first-round-pick-28-brian-blados-las-vegas-raiders-1983","qaNotes","false","Batch 001 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied."
"NE-1983-0179","1984-first-round-pick-28-brian-blados-las-vegas-raiders-1983","perspectives.0.qaNotes","false","Batch 001 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied."
"DEN-1984-02-16-0183","stan-blinka-new-york-jets-1984","perspectives.0.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1984-02-16-0183","stan-blinka-new-york-jets-1984","perspectives.1.qaNotes","false","Bottom Batch 028 public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed.","review public cleanup: canonical perspective rebuilt; duplicate/conflicting perspectives and public-language artifacts removed."
"DEN-1984-02-16-0183","stan-blinka-new-york-jets-1984","qaNotes","false","Final QA passed | Final QA passed. | Final QA complete after curve regrade; New York Jets Win; no blanks; visible on public site. | Bottom Batch 028 public cleanup complete.","Final QA passed | Final QA passed. | Final QA complete after curve regrade; New York Jets Win; no blanks; visible on public site. | review public cleanup complete."
